rank	lemma	PoS	freq	perMil	%caps	%allC	range	disp	blog	web	TVM	spok	fic	mag	news	acad	blogPM	webPM	TVMPM	spokPM	ficPM	magPM	newsPM	acadPM
725	earth	n	134202	135.14	0.55	0.01	49455	0.97	17233	26886	17969	7351	22024	24021	7465	11253	138.69	209.05	140.30	58.28	186.14	190.51	61.32	93.94
726	cause	n	133998	134.94	0.16	0.01	62567	0.98	13659	16897	45459	14436	6631	12241	9007	15668	109.93	131.38	354.94	114.45	56.04	97.08	73.98	130.80
727	per	i	133974	134.92	0.08	0.03	57676	0.94	19840	19495	2733	4956	2473	33145	24983	26349	159.67	151.58	21.34	39.29	20.90	262.87	205.21	219.96
728	private	j	133907	134.85	0.07	0.01	64424	0.97	17193	19364	7676	14660	8903	20337	22374	23400	138.37	150.56	59.93	116.22	75.24	161.29	183.78	195.34
729	tonight	r	133341	134.28	0.18	0.03	45962	0.91	6098	5322	45992	52609	14087	3014	5913	306	49.08	41.38	359.10	417.08	119.06	23.90	48.57	2.55
730	race	n	133182	134.12	0.07	0.01	48674	0.96	20926	19981	7217	23072	6085	15552	25058	15291	168.41	155.36	56.35	182.91	51.43	123.34	205.83	127.65
731	than	i	133168	134.10	0.00	0.00	77989	0.95	24501	23519	3412	10007	7613	18147	13413	32556	197.19	182.87	26.64	79.34	64.34	143.92	110.18	271.77
732	letter	n	132828	133.76	0.09	0.01	54985	0.98	11636	18209	11678	15014	19773	17474	20997	18047	93.65	141.58	91.18	119.03	167.11	138.58	172.47	150.65
733	other	p	132728	133.66	0.01	0.01	71746	0.98	14655	15583	21591	15595	27295	15497	11633	10879	117.94	121.16	168.58	123.64	230.68	122.90	95.55	90.82
734	gun	n	132572	133.50	0.06	0.01	39335	0.97	13287	12937	30116	22657	20093	13622	16784	3076	106.93	100.59	235.14	179.62	169.82	108.03	137.87	25.68
735	simple	j	132004	132.93	0.06	0.01	79677	0.97	24346	23088	11080	10802	11853	23612	11729	15494	195.94	179.51	86.51	85.64	100.18	187.26	96.34	129.34
736	course	n	131911	132.84	0.05	0.00	59769	0.94	14433	16126	7273	9436	8675	19302	17158	39508	116.16	125.38	56.79	74.81	73.32	153.08	140.94	329.81
737	wonder	v	131649	132.57	0.03	0.00	74181	0.96	20477	16170	18658	16406	35095	11093	9696	4054	164.80	125.73	145.68	130.07	296.61	87.98	79.64	33.84
738	involve	v	131275	132.20	0.01	0.00	76253	0.96	16710	18866	6882	16118	5371	15925	17183	34219	134.48	146.69	53.73	127.78	45.39	126.30	141.14	285.66
739	hell	n	131265	132.19	0.17	0.02	48207	0.94	13627	11886	65854	5968	23164	5654	3676	1436	109.67	92.42	514.18	47.31	195.77	44.84	30.20	11.99
740	poor	j	131105	132.03	0.10	0.00	65448	0.98	21725	20554	12340	10514	13588	16438	15781	20165	174.84	159.81	96.35	83.35	114.84	130.37	129.63	168.34
741	each	p	130754	131.67	0.01	0.01	70546	0.98	14301	15246	21412	15337	27050	15209	11485	10714	115.10	118.54	167.18	121.59	228.61	120.62	94.34	89.44
742	answer	n	130534	131.45	0.03	0.01	72837	0.98	21050	21835	13644	21902	14521	14151	10497	12934	169.41	169.77	106.53	173.64	122.72	112.23	86.22	107.97
743	nature	n	130378	131.29	0.12	0.01	61436	0.94	16496	24500	6149	7314	8207	18298	9597	39817	132.76	190.49	48.01	57.99	69.36	145.12	78.83	332.39
744	administration	n	130297	131.21	0.20	0.00	50599	0.94	15079	17798	1136	34645	1064	15660	25062	19853	121.36	138.38	8.87	274.66	8.99	124.20	205.86	165.73
745	common	j	130294	131.21	0.08	0.00	70673	0.95	18356	22704	4415	9345	5676	21085	12716	35997	147.73	176.53	34.47	74.09	47.97	167.22	104.45	300.50
746	no	p	130206	131.12	0.28	0.01	74565	0.98	20376	18166	26725	15882	23184	11219	10496	4158	163.99	141.25	208.67	125.91	195.94	88.98	86.22	34.71
747	hard	r	129919	130.83	0.06	0.01	79019	0.98	18425	15768	19643	15575	26798	15061	14291	4358	148.29	122.60	153.37	123.48	226.48	119.45	117.39	36.38
748	message	n	129799	130.71	0.03	0.01	65268	0.98	18580	20751	14511	22428	11539	15983	15012	10995	149.53	161.34	113.30	177.81	97.52	126.76	123.31	91.79
749	song	n	129648	130.56	0.08	0.01	39162	0.97	15575	24765	16227	19528	12910	16196	13930	10517	125.35	192.55	126.70	154.82	109.11	128.45	114.42	87.79
750	enjoy	v	129575	130.49	0.07	0.01	78092	0.97	25965	23031	15287	10001	12939	18848	14268	9236	208.97	179.07	119.36	79.29	109.35	149.48	117.20	77.10
751	similar	j	129272	130.18	0.05	0.00	75458	0.94	20011	21735	2382	7755	4052	19204	15256	38877	161.05	168.99	18.60	61.48	34.25	152.30	125.31	324.54
752	congress	n	128923	129.83	0.95	0.00	41966	0.93	15109	19291	1520	38899	1058	15006	20993	17047	121.60	149.99	11.87	308.39	8.94	119.01	172.44	142.31
753	attack	n	128893	129.80	0.02	0.00	53279	0.96	18937	19651	9438	26311	6172	16608	21496	10280	152.41	152.79	73.69	208.59	52.16	131.71	176.57	85.82
754	past	j	128832	129.74	0.02	0.00	84526	0.96	20046	18223	4597	14033	8080	20770	25796	17286	161.33	141.69	35.89	111.25	68.29	164.72	211.89	144.30
755	hot	j	128310	129.21	0.12	0.02	66604	0.97	11753	11356	24887	11823	22685	25413	16226	4167	94.59	88.30	194.32	93.73	191.72	201.54	133.28	34.79
756	seek	v	128234	128.45	0.03	0.00	73009	0.95	15541	19615	4213	8371	7412	17480	24324	30594	125.07	152.51	32.89	66.37	62.64	138.63	199.80	255.40
757	amount	n	128075	128.97	0.01	0.00	72430	0.96	24321	25062	4410	13998	4344	20517	14831	20592	195.74	194.86	34.43	110.98	36.71	162.72	121.82	171.90
758	analysis	n	128029	128.93	0.10	0.01	40685	0.85	12067	17115	1809	4610	1485	8346	6075	76522	97.12	133.07	14.12	36.55	12.55	66.19	49.90	638.80
759	store	n	127984	128.88	0.08	0.01	56303	0.97	18916	15494	11471	12040	15952	22607	26724	4780	152.24	120.47	89.57	95.45	134.82	179.29	219.51	39.90
760	defense	n	127924	128.82	0.21	0.01	50452	0.95	17456	16265	5450	27414	3659	15405	28206	14069	140.49	126.46	42.55	217.34	30.92	122.17	231.69	117.45
761	bill	n	127919	128.82	0.10	0.01	47823	0.94	16974	18470	7570	30698	6712	14578	26524	6393	136.61	143.61	59.11	243.37	56.73	115.61	217.87	53.37
762	like	c	127828	128.73	0.06	0.00	68874	0.97	18037	13164	34822	21481	22753	7850	8463	1283	145.16	102.35	271.89	170.30	192.30	62.26	69.52	10.71
763	cell	n	127818	128.72	0.05	0.01	34365	0.91	10272	21090	10735	11226	10491	27539	6915	29550	82.67	163.98	83.82	89.00	88.66	218.41	56.80	246.68
764	away	i	127427	128.32	0.02	0.01	79997	0.98	15131	14548	19663	15287	27297	14373	13008	8120	121.78	113.11	153.53	121.19	230.70	113.99	106.85	67.79
765	performance	n	127318	128.21	0.06	0.01	50714	0.92	14578	15319	3040	6707	3005	17847	19153	47669	117.32	119.11	23.74	53.17	25.40	141.54	157.32	397.94
766	hospital	n	127317	128.21	0.19	0.01	45392	0.98	10343	12051	16073	17710	14536	16127	24949	15528	83.24	93.70	125.50	140.40	122.85	127.90	204.93	129.63
767	bed	n	127232	128.13	0.03	0.01	51680	0.93	8415	10711	21693	7869	50231	15879	8020	4414	67.72	83.28	169.38	62.39	424.53	125.93	65.88	36.85
768	board	n	127202	128.10	0.24	0.01	55743	0.96	16304	16762	7083	9761	8677	18341	34630	15644	131.22	130.33	55.30	77.38	73.33	145.46	284.45	130.59
769	protect	v	126672	127.56	0.04	0.01	68241	0.98	16520	17756	15568	17832	8320	18727	15728	16224	132.95	138.06	121.55	141.37	70.32	148.52	129.19	135.44
770	century	n	126668	127.56	0.09	0.01	56179	0.95	13566	18143	4631	9115	7334	25805	14183	33891	109.18	141.07	36.16	72.26	61.98	204.65	116.50	282.92
771	summer	n	126418	127.31	0.11	0.01	67378	0.96	11878	12176	8818	11747	19793	26090	26988	8928	95.59	94.67	68.85	93.13	167.28	206.91	221.68	74.53
772	material	n	126254	127.14	0.05	0.01	54548	0.93	13846	18106	3915	7341	4914	22835	11661	43636	111.43	140.78	30.57	58.20	41.53	181.10	95.78	364.27
773	individual	n	125578	126.46	0.04	0.00	50722	0.92	17515	23246	1947	10220	2047	12095	8602	49906	140.96	180.74	15.20	81.02	17.30	95.92	70.66	416.61
774	recently	r	125532	126.41	0.08	0.00	87082	0.96	20674	17170	3917	12163	5748	24091	26137	15632	166.39	133.50	30.58	96.43	48.58	191.06	214.69	130.49
775	example	n	125442	126.32	0.07	0.00	63363	0.94	24500	27615	2670	11041	2418	14073	9827	33298	197.18	214.71	20.85	87.53	20.44	111.61	80.72	277.97
776	represent	v	125330	126.21	0.01	0.00	65850	0.94	14055	18676	4398	10793	3137	14392	18857	41022	113.12	145.21	34.34	85.57	26.51	114.14	154.89	342.45
777	fill	v	125249	126.13	0.04	0.00	78021	0.97	14644	16012	10470	8845	29057	20574	17078	8568	117.86	124.50	81.75	70.12	245.58	163.17	140.28	71.52
778	state	v	125064	125.94	0.12	0.01	62715	0.94	23208	24825	2780	8418	2800	11038	18884	33111	186.78	193.02	21.71	66.74	23.66	87.54	155.11	276.41
779	place	v	124900	125.78	0.10	0.01	72856	0.96	13264	17091	6888	6414	16975	23881	17783	22604	106.75	132.89	53.78	50.85	143.46	189.39	146.07	188.70
780	animal	n	124835	125.71	0.09	0.01	42365	0.97	12415	18663	12773	10184	16802	23821	11873	18304	99.92	145.11	99.73	80.74	142.00	188.92	97.53	152.80
781	fail	v	124675	125.55	0.03	0.01	72233	0.97	21389	21269	8599	11026	9471	15733	18608	18580	172.14	165.37	67.14	87.41	80.04	124.77	152.85	155.10
782	factor	n	123915	124.79	0.07	0.01	49117	0.89	13896	16398	1317	8279	1186	13664	9418	59757	111.84	127.50	10.28	65.64	10.02	108.37	77.36	498.85
783	natural	j	123788	124.66	0.11	0.01	58375	0.95	18097	20739	5308	6875	7069	25212	13070	27418	145.65	161.25	41.44	54.50	59.74	199.95	107.36	228.88
784	sir	n	123629	124.50	0.28	0.02	28781	0.90	2305	3796	80470	11498	19600	2602	1626	1732	18.55	29.51	628.31	91.16	165.65	20.64	13.36	14.46
785	agency	n	123524	124.39	0.16	0.00	48818	0.94	12198	20378	2996	11954	2947	16867	29915	26269	98.17	158.44	23.39	94.77	24.91	133.77	245.72	219.29
786	usually	r	123303	124.17	0.09	0.00	77371	0.97	19929	20418	8653	10081	12316	21428	13120	17358	160.39	158.75	67.56	79.92	104.09	169.94	107.77	144.90
787	significant	j	123040	123.90	0.02	0.00	56677	0.89	13194	15190	1242	8996	1711	11580	10698	60429	106.19	118.11	9.70	71.32	14.46	91.84	87.87	504.46
788	help	n	123017	123.88	0.04	0.01	74274	0.99	15329	15662	26334	14109	11928	15540	14424	9691	123.37	121.78	205.61	111.86	100.81	123.24	118.48	80.90
789	ability	n	122943	123.81	0.01	0.00	67073	0.94	19200	20152	3864	9205	4278	17388	12924	35932	154.52	156.69	30.17	72.98	36.16	137.90	106.16	299.96
790	mile	n	122899	123.76	0.04	0.01	57403	0.96	10814	11873	11724	13833	15082	29745	24001	5827	87.03	92.32	91.54	109.67	127.47	235.90	197.15	48.64
791	statement	n	122852	123.72	0.03	0.00	60623	0.95	20866	22293	4947	18808	3461	12899	19784	19794	167.93	173.33	38.63	149.11	29.25	102.30	162.51	165.24
792	entire	j	122397	123.26	0.01	0.01	78829	0.98	20829	20302	13046	13423	12480	17250	11405	13662	167.63	157.85	101.86	106.42	105.47	136.81	93.68	114.05
793	democrat	n	122325	123.18	0.95	0.00	32423	0.90	20888	17660	683	47803	369	10500	21961	2461	168.11	137.31	5.33	378.98	3.12	83.27	180.39	20.54
794	floor	n	122291	123.15	0.03	0.01	55999	0.94	8933	10388	12544	9734	44329	17362	14084	4917	71.89	80.77	97.94	77.17	374.65	137.69	115.69	41.05
795	serious	j	122251	123.11	0.03	0.01	74943	0.99	15700	14841	18997	19950	10422	15488	14158	12695	126.35	115.39	148.33	158.16	88.08	122.83	116.30	105.98
796	career	n	122177	122.21	0.04	0.01	62514	0.96	16613	15901	7143	12422	5476	19311	28541	15955	133.70	123.63	55.77	98.48	46.28	153.15	234.44	133.19
797	dollar	n	121984	122.84	0.04	0.01	59218	0.97	19864	17023	11652	22930	10683	14773	18427	6632	159.87	132.36	90.98	181.79	90.29	117.16	151.36	55.36
798	vote	v	121578	122.43	0.04	0.01	40071	0.93	34531	25555	5703	26517	1477	7203	16833	3759	277.91	198.70	44.53	210.23	12.48	57.13	138.27	31.38
799	sex	n	121352	122.20	0.09	0.01	38006	0.98	16839	14973	20773	15217	8874	18167	10439	16070	135.52	116.42	162.19	120.64	75.00	144.08	85.75	134.15
800	compare	v	120978	121.83	0.08	0.00	65231	0.94	18257	19839	3038	7718	3928	16204	13666	38328	146.93	154.25	23.72	61.19	33.20	128.51	112.25	319.96
801	south	n	120894	121.74	0.62	0.01	58444	0.96	10587	12960	7119	13187	10288	20538	31453	14762	85.20	100.77	55.58	104.55	86.95	162.88	258.36	123.23
802	forward	r	120845	121.72	0.03	0.01	71495	0.97	17235	15134	9102	21059	24232	13866	14177	6063	138.71	117.67	71.07	166.96	204.80	109.97	116.45	50.61
803	subject	n	120773	121.62	0.05	0.00	54002	0.92	13545	19934	4520	8665	7661	13993	8693	43762	109.01	154.99	35.29	68.70	64.75	110.98	71.41	365.32
804	financial	j	120726	121.57	0.12	0.01	50095	0.94	18453	19844	2324	10629	1910	20502	26255	20809	148.51	154.29	18.15	84.27	16.14	162.60	215.66	173.71
805	identify	v	120690	121.54	0.03	0.00	57210	0.91	10656	16194	3771	7719	3855	14683	11649	52163	85.76	125.91	29.44	61.20	32.58	116.45	95.69	435.45
806	beautiful	j	120679	121.53	0.08	0.01	59758	0.98	13585	13785	32265	15350	21719	12655	7502	3818	109.33	107.18	251.92	121.69	183.56	100.36	61.62	31.87
807	decade	n	120539	121.39	0.02	0.00	73415	0.95	16314	15641	2033	11327	5139	24849	25277	19959	131.30	121.61	15.87	89.80	43.43	197.07	207.63	166.62
808	bit	n	120467	121.31	0.03	0.01	71483	0.97	18902	14943	18994	28949	14438	11903	8780	3558	152.12	116.19	148.30	229.51	122.02	94.40	72.12	29.70
809	reduce	v	120399	121.24	0.04	0.00	59705	0.94	15974	17880	1436	8281	2384	24762	16296	33386	128.56	139.02	11.21	65.65	20.15	196.38	133.86	278.70
810	sister	n	120346	118.94	0.13	0.01	45677	0.96	8434	10112	25846	12837	31765	13012	11863	4244	67.88	78.62	201.80	101.77	268.46	103.20	97.44	35.43
811	quality	n	120236	121.08	0.06	0.00	58601	0.94	20158	19289	3027	6400	3953	18134	13764	35511	162.23	149.98	23.63	50.74	33.41	143.82	113.06	296.44
812	quickly	r	120136	120.98	0.03	0.00	77779	0.97	14048	14807	6515	16792	23577	19923	15271	9203	113.06	115.13	50.87	133.13	199.26	158.00	125.44	76.83
813	act	v	119650	120.49	0.07	0.01	70265	0.98	17007	18998	14709	14408	10219	14131	12940	17238	136.87	147.71	114.85	114.23	86.37	112.07	106.29	143.90
814	press	n	119485	120.32	0.41	0.02	55611	0.94	11519	12990	5402	20862	4660	17131	21224	25697	92.71	101.00	42.18	165.39	39.38	135.86	174.34	214.52
815	worry	v	119256	120.09	0.02	0.01	69126	0.98	11881	9888	37516	16382	17408	11153	11758	3270	95.62	76.88	292.92	129.88	147.12	88.45	96.58	27.30
816	accept	v	119245	120.08	0.03	0.00	68613	0.98	19230	20167	9677	12414	10951	13629	14573	18604	154.76	156.80	75.56	98.42	92.55	108.09	119.70	155.30
817	enter	v	119119	119.96	0.06	0.01	70638	0.97	12979	18848	7319	7483	21841	16854	16693	17102	104.46	146.55	57.15	59.33	184.59	133.67	137.12	142.77
818	mention	v	119033	119.87	0.01	0.00	70303	0.97	25407	21336	10995	19080	11427	9899	7951	12938	204.48	165.89	85.85	151.27	96.58	78.51	65.31	108.01
819	sound	n	119028	119.86	0.10	0.02	54818	0.95	9996	15507	10585	9651	36317	15270	9685	12017	80.45	120.57	82.65	76.51	306.93	121.10	79.55	100.32
820	thus	r	118653	119.49	0.44	0.00	48519	0.89	14880	22381	1383	1576	4267	12143	4828	57195	119.76	174.02	10.80	12.49	36.06	96.30	39.66	477.46
821	plant	n	118323	119.15	0.06	0.01	32944	0.94	10978	13274	4686	7575	7213	33800	18666	22131	88.35	103.21	36.59	60.05	60.96	268.06	153.32	184.75
822	movement	n	118118	118.95	0.06	0.00	50920	0.95	15591	15486	3272	11393	8499	18055	13006	32816	125.48	120.41	25.55	90.32	71.83	143.19	106.83	273.95
823	scene	n	118003	118.83	0.07	0.04	54943	0.98	12995	15512	11673	18105	15996	15480	17369	10873	104.58	120.61	91.14	143.54	135.19	122.77	142.67	90.77
824	section	n	117170	117.99	0.27	0.01	53148	0.91	10236	28922	3415	3407	6081	19399	9220	36490	82.38	224.88	26.66	27.01	51.39	153.85	75.73	304.62
825	treatment	n	116893	117.71	0.05	0.00	40394	0.92	11745	14055	3805	9716	2913	20206	12728	41725	94.52	109.28	29.71	77.03	24.62	160.25	104.55	348.32
826	wish	v	116884	117.71	0.04	0.01	66269	0.98	18808	18264	24504	10689	22015	7865	6656	8083	151.37	142.01	191.33	84.74	186.06	62.38	54.67	67.48
827	benefit	n	116806	117.63	0.03	0.00	54622	0.95	20172	20977	2489	10308	2458	18433	16556	25413	162.35	163.10	19.43	81.72	20.77	146.19	135.99	212.15
828	interesting	j	116773	117.59	0.07	0.00	65170	0.95	25616	19716	11138	28934	6761	8645	6441	9522	206.16	153.30	86.96	229.39	57.14	68.56	52.91	79.49
829	west	n	116683	117.50	0.72	0.02	56535	0.96	11235	12655	6824	11393	9690	19488	30212	15186	90.42	98.40	53.28	90.32	81.90	154.55	248.16	126.77
830	candidate	n	116347	117.16	0.05	0.01	39694	0.92	21497	18500	1891	30085	1521	11165	21658	10030	173.01	143.84	14.76	238.51	12.85	88.55	177.90	83.73
831	approach	n	116173	116.99	0.03	0.00	55277	0.91	13327	14637	1770	6990	3309	15807	11885	48448	107.26	113.81	13.82	55.42	27.97	125.36	97.62	404.44
832	determine	v	116138	116.95	0.02	0.00	63966	0.93	12330	19942	3367	8546	5083	14591	12284	39995	99.23	155.05	26.29	67.75	42.96	115.72	100.90	333.87
833	resource	n	116078	116.89	0.12	0.01	50739	0.92	16478	18079	2057	6626	2024	14614	12598	43602	132.62	140.57	16.06	52.53	17.11	115.90	103.48	363.99
834	claim	v	116020	116.84	0.02	0.00	64062	0.96	21963	20743	5038	12654	7979	16551	14681	16411	176.76	161.28	39.34	100.32	67.43	131.26	120.59	137.00
835	answer	v	115956	116.77	0.07	0.01	64371	0.97	13758	16893	14735	15474	25890	10275	8579	10352	110.73	131.35	115.05	122.68	218.81	81.49	70.47	86.42
836	prove	v	115910	116.72	0.02	0.01	70810	0.98	19101	18848	12965	11972	8956	17274	13775	13019	153.73	146.55	101.23	94.91	75.69	137.00	113.15	108.68
837	sort	n	115486	116.30	0.01	0.00	65427	0.96	18332	15415	9790	27804	16920	11443	7943	7839	147.54	119.86	76.44	220.43	143.00	90.75	65.24	65.44
838	enough	d	115462	116.27	0.02	0.00	76729	0.98	18710	15631	15064	13690	15747	16516	14299	5805	150.58	121.53	117.62	108.53	133.09	130.98	117.45	48.46
839	size	n	115388	116.20	0.04	0.01	59160	0.95	14319	16634	6051	6683	9619	23396	11600	27086	115.24	129.33	47.25	52.98	81.30	185.55	95.28	226.11
840	somebody	p	115363	116.17	0.17	0.01	53979	0.94	6570	5765	39679	37146	12280	5535	7230	1166	52.88	44.82	309.81	294.49	103.78	43.90	59.39	9.73
841	knowledge	n	115356	116.17	0.05	0.00	48259	0.91	15321	19533	3633	4767	6313	9905	5729	50155	123.30	151.87	28.37	37.79	53.35	78.55	47.06	418.69
842	rather	r	115104	115.91	0.14	0.02	67162	0.97	20320	19047	10447	14074	12753	11358	7662	19443	163.54	148.10	81.57	111.58	107.78	90.08	62.94	162.31
843	hang	v	114959	115.77	0.11	0.01	63476	0.96	9145	9097	28403	9713	32719	13110	9781	2992	73.60	70.73	221.77	77.00	276.52	103.97	80.34	24.98
844	sport	n	114894	115.70	0.19	0.01	43610	0.94	12235	10086	5581	10161	4352	18336	31949	22194	98.47	78.42	43.58	80.56	36.78	145.42	262.43	185.27
845	tv	n	114859	115.67	0.97	0.97	55020	0.97	15550	14262	12672	18468	12036	19135	20985	2618	125.15	110.89	98.94	146.41	101.72	151.76	172.37	21.85
846	loss	n	114630	115.44	0.03	0.00	59629	0.96	17504	17026	5014	8973	5898	17295	23449	19471	140.87	132.38	39.15	71.14	49.85	137.16	192.61	162.54
847	argue	v	114425	115.23	0.01	0.00	57765	0.95	16885	15742	4094	11408	6694	13741	14320	31541	135.89	122.40	31.97	90.44	56.57	108.98	117.63	263.30
848	left	j	114320	115.12	0.09	0.01	60935	0.97	12908	12976	11785	9238	19683	23303	14487	9942	103.88	100.89	92.02	73.24	166.35	184.81	119.00	82.99
849	note	n	114251	115.05	0.12	0.03	56479	0.91	12636	15790	7744	8958	14390	13363	11026	30344	101.70	122.77	60.46	71.02	121.62	105.98	90.57	253.31
850	meeting	n	114209	115.01	0.04	0.01	56169	0.97	10979	12875	12706	16752	9539	13216	22587	15555	88.36	100.11	99.21	132.81	80.62	104.81	185.53	129.85
851	skill	n	113912	114.71	0.04	0.00	45117	0.90	14042	14668	3866	4162	4495	12870	10164	49645	113.01	114.05	30.19	33.00	37.99	102.07	83.49	414.43
852	card	n	113472	114.27	0.08	0.01	45857	0.98	16258	16575	15743	10378	14465	16277	16541	7235	130.85	128.87	122.92	82.28	122.25	129.09	135.87	60.40
853	feeling	n	113414	114.21	0.02	0.00	62823	0.99	15457	15482	16347	13683	16427	13065	9328	13625	124.40	120.38	127.64	108.48	138.83	103.62	76.62	113.74
854	despite	i	113257	114.05	0.40	0.00	74468	0.96	15422	16013	2233	7795	11065	18830	19743	22156	124.12	124.51	17.44	61.80	93.52	149.34	162.17	184.96
855	degree	n	113046	113.84	0.02	0.00	56492	0.95	14601	17898	5134	8871	5722	15043	15205	30572	117.51	139.16	40.09	70.33	48.36	119.30	124.90	255.21
856	crime	n	112978	113.77	0.07	0.01	42585	0.96	12426	14249	13029	25514	6370	10756	20344	10290	100.01	110.79	101.73	202.27	53.84	85.30	167.11	85.90
857	that	r	112903	113.70	0.12	0.01	71310	0.99	15099	15486	19581	17815	11769	9494	7047	16612	121.52	120.41	152.89	141.24	99.47	75.29	57.88	138.68
858	sign	n	112603	113.39	0.04	0.01	65657	0.98	12264	13611	11853	11789	19221	15952	16474	11439	98.70	105.83	92.55	93.46	162.45	126.51	135.32	95.49
859	occur	v	112575	113.37	0.00	0.00	60086	0.94	13223	19262	3149	9319	7006	14989	9805	35822	106.42	149.77	24.59	73.88	59.21	118.87	80.54	299.04
860	imagine	v	112572	113.36	0.13	0.00	66416	0.97	17437	14365	12970	13870	26016	12995	7394	7525	140.33	111.69	101.27	109.96	219.87	103.06	60.74	62.82
861	vote	n	112405	113.19	0.05	0.01	35195	0.93	24492	21378	4916	27937	1108	7948	19345	5281	197.11	166.22	38.38	221.48	9.36	63.03	158.90	44.09
862	near	i	112214	113.00	0.04	0.01	69966	0.96	10259	12633	7519	8549	20244	20410	23823	8777	82.56	98.22	58.71	67.78	171.09	161.87	195.68	73.27
863	king	n	112088	112.88	0.65	0.07	39638	0.96	8679	17702	15698	17231	13106	14644	14627	10401	69.85	137.64	122.57	136.61	110.77	116.14	120.15	86.83
864	box	n	112035	112.82	0.13	0.02	54258	0.97	12596	13205	13928	7497	24106	20356	12371	7976	101.37	102.67	108.75	59.44	203.73	161.44	101.62	66.58
865	present	v	111731	112.52	0.02	0.00	61429	0.93	13630	17285	4136	7695	4565	11924	12301	40195	109.69	134.40	32.29	61.01	38.58	94.57	101.04	335.54
866	figure	v	111647	112.43	0.06	0.00	67592	0.99	15680	13240	25992	13464	16183	11617	9867	5604	126.19	102.94	202.94	106.74	136.77	92.13	81.05	46.78
867	seven	m	111646	112.43	0.14	0.01	70641	0.98	8211	11042	13466	16378	12154	16129	23509	10757	66.08	85.85	105.14	129.84	102.72	127.92	193.11	89.80
868	foreign	j	111509	112.29	0.16	0.01	43492	0.94	12098	15257	2456	20993	3936	12420	17676	26673	97.37	118.63	19.18	166.43	33.27	98.50	145.19	222.66
869	laugh	v	111440	112.22	0.10	0.05	47357	0.93	8311	9451	22959	9483	43682	8977	6900	1677	66.89	73.48	179.26	75.18	369.18	71.19	56.68	14.00
870	disease	n	111433	112.22	0.09	0.00	34351	0.93	9369	15563	4455	12084	3442	27002	11006	28512	75.40	121.01	34.78	95.80	29.09	214.15	90.40	238.02
871	lady	n	111384	112.17	0.32	0.02	47186	0.96	8624	8278	36913	15866	22767	7961	8009	2965	69.41	64.36	288.21	125.79	192.42	63.14	65.79	24.75
872	beyond	i	111221	112.00	0.12	0.00	70658	0.97	14569	15017	5161	10362	15633	16456	12715	21308	117.25	116.76	40.30	82.15	132.12	130.51	104.44	177.88
873	discuss	v	111181	111.96	0.02	0.00	64334	0.96	16880	17009	7234	12230	6366	9963	12794	28705	135.85	132.25	56.48	96.96	53.80	79.01	105.09	239.63
874	finish	v	111094	111.87	0.04	0.01	66102	0.98	12619	12624	20848	8909	21969	12740	18024	3361	101.56	98.15	162.78	70.63	185.67	101.04	148.05	28.06
875	design	n	111026	111.81	0.11	0.01	41836	0.93	17867	17645	2893	2866	3703	23866	11899	30287	143.79	137.19	22.59	22.72	31.30	189.28	97.74	252.83
876	concern	n	110976	111.76	0.02	0.00	63323	0.95	12267	12528	3700	16463	5025	13214	17747	30032	98.73	97.41	28.89	130.52	42.47	104.80	145.78	250.70
877	ball	n	110770	111.55	0.08	0.01	45892	0.97	14092	10789	18647	6986	14198	21204	20738	4116	113.41	83.89	145.59	55.38	119.99	168.16	170.34	34.36
878	east	n	110589	111.37	0.73	0.01	53878	0.96	12147	15101	5716	13612	8310	15640	26203	13860	97.76	117.41	44.63	107.92	70.23	124.04	215.23	115.70
879	recognize	v	110405	111.18	0.03	0.00	64742	0.96	13770	15566	6933	9885	13658	13039	9976	27578	110.82	121.03	54.13	78.37	115.43	103.41	81.94	230.22
880	apply	v	110328	111.10	0.04	0.00	57222	0.94	17331	23913	3147	6970	4113	16253	10056	28545	139.48	185.93	24.57	55.26	34.76	128.90	82.60	238.29
881	prepare	v	110266	111.04	0.06	0.01	69400	0.98	12996	14902	10026	13543	10438	16441	15715	16205	104.59	115.87	78.28	107.37	88.22	130.39	129.08	135.28
882	network	n	110210	110.98	0.17	0.01	45550	0.95	15815	18549	3064	11355	2527	19536	20535	18829	127.28	144.22	23.92	90.02	21.36	154.94	168.68	157.18
883	huge	j	110088	110.86	0.04	0.02	69827	0.97	21053	15657	8455	17715	13338	15444	14367	4059	169.44	121.74	66.02	140.44	112.73	122.48	118.01	33.88
884	success	n	110030	110.80	0.05	0.01	63131	0.96	16526	15187	3747	9869	4016	17921	17615	25149	133.00	118.08	29.26	78.24	33.94	142.13	144.69	209.94
885	district	n	109941	110.71	0.35	0.01	38340	0.91	11079	13624	2554	9453	2525	7805	42099	20802	89.16	105.93	19.94	74.94	21.34	61.90	345.81	173.65
886	cup	n	109915	112.65	0.17	0.01	28584	0.88	5884	6008	6229	3297	14802	47164	26917	1559	47.35	46.71	48.64	26.14	125.10	374.05	221.10	13.01
887	name	v	109851	110.62	0.04	0.00	69507	0.98	11495	14125	12502	12699	14203	17191	19867	7769	92.51	109.83	97.62	100.68	120.04	136.34	163.19	64.85
